cellosaurus name	cellosaurus accession	bto cell line	organism	age	developmental stage	sex	ancestry category	disease	cell type	sampling site	synonyms
DA00558	CVCL_6M40	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00559	CVCL_6M41	no available	Homo sapiens	64Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00560	CVCL_6M42	no available	Homo sapiens	25Y	no available	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00561	CVCL_6M43	no available	Homo sapiens	88Y	no available	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00562	CVCL_6M44	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00563	CVCL_6M45	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00564	CVCL_6M46	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00565	CVCL_6M47	no available	Homo sapiens	41Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00566	CVCL_6M48	no available	Homo sapiens	42Y	no available	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00567	CVCL_6M49	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00568	CVCL_6M50	no available	Homo sapiens	66Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00569	CVCL_6M51	no available	Homo sapiens	50Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00570	CVCL_6M52	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00571	CVCL_6M53	no available	Homo sapiens	54Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00572	CVCL_6M54	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00573	CVCL_6M55	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00574	CVCL_6M56	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00575	CVCL_6M57	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00576	CVCL_6M58	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00577	CVCL_6M59	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00578	CVCL_6M60	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00579	CVCL_6M61	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00580	CVCL_6M62	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00581	CVCL_6M63	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00582	CVCL_6M64	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00583	CVCL_6M65	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00584	CVCL_6M66	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00585	CVCL_6M67	no available	Homo sapiens	71Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00586	CVCL_6M68	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00588	CVCL_6M69	no available	Homo sapiens	no available	Age unspecified	Female	Asian	no available	no available	Peripheral blood	no available
DA00589	CVCL_6M70	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00590	CVCL_6M71	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00591	CVCL_6M72	no available	Homo sapiens	20Y	no available	Male	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00592	CVCL_6M73	no available	Homo sapiens	40Y	no available	Male	no available	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00593	CVCL_6M74	no available	Homo sapiens	41Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00595	CVCL_6M75	no available	Homo sapiens	32Y	no available	Female	African American	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00596	CVCL_6M76	no available	Homo sapiens	60Y	no available	Female	African American	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00597	CVCL_6M77	no available	Homo sapiens	no available	Age unspecified	Male	African American	no available	no available	Peripheral blood	no available
DA00598	CVCL_6M78	no available	Homo sapiens	47Y	no available	Male	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00599	CVCL_6M79	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00600	CVCL_6M80	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00601	CVCL_6M81	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00602	CVCL_6M82	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00603	CVCL_6M83	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00604	CVCL_6M84	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00605	CVCL_6M85	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian and Indian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00606	CVCL_6M86	no available	Homo sapiens	no available	Age unspecified	Male	Asian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00607	CVCL_6M87	no available	Homo sapiens	23Y	no available	Female	African American	no available	no available	Peripheral blood	no available
DA00608	CVCL_6M88	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00609	CVCL_6M89	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian; French	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00610	CVCL_6M90	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00611	CVCL_6M91	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00612	CVCL_6M92	no available	Homo sapiens	no available	Age unspecified	Female	African American	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00613	CVCL_6M93	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00614	CVCL_6M94	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00615	CVCL_6M95	no available	Homo sapiens	29Y	no available	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00616	CVCL_6M96	no available	Homo sapiens	25Y	no available	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00617	CVCL_6M97	no available	Homo sapiens	27Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00618	CVCL_6M98	no available	Homo sapiens	54Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00619	CVCL_6M99	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00620	CVCL_6N00	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00621	CVCL_6N01	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00622	CVCL_6N02	no available	Homo sapiens	42Y	no available	Male	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00623	CVCL_6N03	no available	Homo sapiens	34Y	no available	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00624	CVCL_6N04	no available	Homo sapiens	no available	Age unspecified	Male	African American	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00626	CVCL_6N05	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00627	CVCL_6N06	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00628	CVCL_6N07	no available	Homo sapiens	74Y	no available	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00629	CVCL_6N08	no available	Homo sapiens	no available	Age unspecified	Male	Asian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00630	CVCL_6N09	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00631	CVCL_6N10	no available	Homo sapiens	43Y	no available	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00632	CVCL_6N11	no available	Homo sapiens	46Y	no available	Male	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00633	CVCL_6N12	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00634	CVCL_6N13	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00635	CVCL_6N14	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00636	CVCL_6N15	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00637	CVCL_6N16	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00638	CVCL_6N17	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00639	CVCL_6N18	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	no available	no available	Peripheral blood	no available
DA00640	CVCL_6N19	no available	Homo sapiens	no available	Age unspecified	Male	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00641	CVCL_6N20	no available	Homo sapiens	no available	Age unspecified	Female	Latino or Hispanic	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00642	CVCL_6N21	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00643	CVCL_6N22	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	Type 2 diabetes mellitus	no available	Peripheral blood	no available
DA00644	CVCL_6N23	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00645	CVCL_6N24	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
DA00646	CVCL_6N25	no available	Homo sapiens	no available	Age unspecified	Male	Caucasian	no available	no available	Peripheral blood	no available
DA00647	CVCL_6N26	no available	Homo sapiens	no available	Age unspecified	Female	Caucasian	no available	no available	Peripheral blood	no available
